0	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-nanoxml-XMLElement.java-src.txt	2.2417130081261556E-6	1.2707680347976906E-6	1.5869505961444553E-6	1.9356297640625586E-6	4.6546572298722435E-6	5.714372820137505E-6	7.854590118987314E-7	1.0010403952024343E-5	2.575194931950848E-6	4.751269618356233E-6	4.374306295251106E-6	7.092612411071192E-5	5.185653796712971E-6	2.4417894981866224E-6	7.393290073971439E-6	0.0496702048988161	5.46460660593135E-6	8.984217123335901E-6	4.0932202720343894E-6	0.9050678126903818	3.3747234520282697E-6	3.882105157050453E-6	3.872111092138317E-6	4.5882789051617255E-6	4.412437582929216E-6	0.014078060532025727	1.1895499295077734E-5	7.8157528950948E-7	9.930862673758532E-6	1.7300799629470342E-6	4.531878221112846E-6	2.063140497010768E-6	8.502841003434722E-6	1.069237739786997E-5	1.0595579528787504E-5	2.2415628328489965E-6	1.9004183528132712E-6	6.759082563176316E-6	2.566714759440661E-6	2.405345352444942E-6	4.05680601380657E-6	1.41457378684941E-6	1.7394601624097362E-6	0.030906796420445245	4.4941292507582155E-6	7.5119188829813475E-6	2.395639349785815E-6	8.53582318969423E-6	1.422560691447742E-6	4.438306340306126E-6
1	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-nanoxml-XMLParseException.java-src.txt	6.295632760997186E-5	3.568828321243397E-5	4.456796265603326E-5	5.436027766096504E-5	1.30721517167317E-4	1.604825979266699E-4	2.2058851734386902E-5	2.81132450241077E-4	7.232184280848541E-5	1.3343478204936544E-4	1.2284813407956676E-4	0.001991891151736679	1.4563403884186398E-4	6.857528106638646E-5	2.0763335463783191E-4	5.3865591299197865E-5	1.5346815693870018E-4	2.523129921116215E-4	1.1495410674419081E-4	0.28676161400454825	9.47758229839341E-5	1.0902514425248654E-4	1.0874447066827526E-4	1.288573465346232E-4	1.2391901417463293E-4	0.6975938144117684	3.340735178813567E-4	2.1949781171742367E-5	2.788986108714228E-4	4.858761159163148E-5	1.2727338822705382E-4	5.794129246891557E-5	2.3879401238573403E-4	3.002850105921666E-4	2.975665366680683E-4	6.295211008350284E-5	5.337139945301254E-5	1.8982225407429556E-4	7.208368541866561E-5	0.007816915598914218	1.139314477497725E-4	3.972692776931872E-5	4.885104536227029E-5	5.8543450156319994E-5	1.2621324514184605E-4	2.1096492925819397E-4	6.727919907398248E-5	2.3972028497991522E-4	3.9951232210011816E-5	1.2464551304330169E-4
2	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-CDATAReader.java-src.txt	4.9524035660638656E-5	2.807387084947444E-5	3.5058991775590786E-5	4.2762029356004466E-5	1.0283091983881187E-4	1.2624220954993357E-4	1.7352399693553312E-5	2.2115034373282823E-4	5.689133496603798E-5	1.0496528554717702E-4	9.663739299869404E-5	0.0015669034738152827	1.1456172249578472E-4	5.394413546498094E-5	1.6333293331730625E-4	0.7132706502105876	1.207243618797236E-4	1.9847977309590036E-4	9.042762654463403E-5	2.765264167287123E-5	7.455455893649173E-5	8.576366088753869E-5	8.554287150669055E-5	1.0136448657632882E-4	9.747979130923216E-5	0.2805333750059807	2.627959641376977E-4	1.7266600304691275E-5	2.193931138434315E-4	3.8221012890657914E-5	1.0011847984933215E-4	4.557900283242634E-5	1.8784518782929952E-4	2.3621653513611546E-4	2.340780717811113E-4	4.952071798092033E-5	4.1984137101264515E-5	1.4932198933517853E-4	5.6703990571692904E-5	5.3139009578308606E-5	8.96231609344096E-5	3.125083470122433E-5	3.842824072535879E-5	4.605268482622201E-5	9.928452771218601E-5	1.6595368688678152E-4	5.292458408313129E-5	1.8857383193430344E-4	3.1427281796241434E-5	9.805128518832662E-5
3	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-ContentReader.java-src.txt	3.288524225377141E-5	1.864177730208331E-5	2.3280078497916474E-5	2.8395094944832224E-5	6.828239389152132E-5	8.382809656605845E-5	1.152244278953842E-5	1.4684955559748678E-4	3.7777319791116725E-5	6.969966799774921E-5	6.41697316695209E-5	0.0010404644863311416	7.607195066046503E-5	3.582030299574506E-5	1.0845729772438018E-4	0.6476890561500429	8.016410281163826E-5	1.3179570957138134E-4	6.004628592328882E-5	1.8362070219811687E-5	4.9506157950254394E-5	5.694929193944125E-5	5.680268207254742E-5	6.730864422749562E-5	6.472910596417742E-5	0.3360530138904263	1.7450332608596957E-4	1.1465469773298627E-5	1.4568270944212978E-4	2.537974240844807E-5	6.648126349164655E-5	3.0265638287248264E-5	1.2473406953951874E-4	1.5685389687399088E-4	1.554339018242737E-4	3.2883039228517065E-5	2.7878554341805653E-5	9.915366806435846E-5	3.7652918261420296E-5	3.528567855581789E-5	5.951209992402291E-5	2.0751363576759755E-5	2.5517347057482738E-5	0.012174222415171462	6.592749767486159E-5	1.1019754596687405E-4	3.514329447382161E-5	1.2521790809569036E-4	2.086852901748379E-5	6.510859270046344E-5
4	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLBuilder.java-src.txt	2.672012834787959E-5	0.3749622954670993	1.8915678972737423E-5	2.3071765003924547E-5	5.5481249449292913E-5	6.811254367897035E-5	9.362289255517262E-6	1.1931914453036833E-4	3.0695070623716236E-5	0.003345642896941347	5.213960271379641E-5	8.454048901826274E-4	6.181047016882098E-5	2.9104942761869942E-5	8.812442046484466E-5	2.2861808617010536E-5	6.513545192977672E-5	1.07087496825215E-4	4.878919407989913E-5	1.491966728479483E-5	4.022506157118219E-5	4.627280462768132E-5	4.615368023655662E-5	5.469005211522166E-5	5.259410911008159E-5	0.3684332464038108	1.4178856382346551E-4	9.315997174268611E-6	1.1837105119437373E-4	2.0621711385205996E-5	5.4017783403200405E-5	2.459163090011986E-5	1.0134972769029997E-4	1.2744793618959727E-4	1.2629415268728946E-4	2.6718338331643874E-5	0.2499874177490598	8.056497551082703E-5	3.0593991093436056E-5	2.8670546276585455E-5	4.8355153839238034E-5	1.686103127614772E-5	2.0733518798850626E-5	2.484720061493531E-5	5.3567834043394005E-5	8.953841814920945E-5	2.855485544735949E-5	1.0174285930297879E-4	1.6956231292918867E-5	5.290245211152984E-5
5	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLElement.java-src.txt	1.3957845178508033E-5	7.912334640164112E-6	9.881019848049518E-6	1.2052042554849998E-5	2.8981847693290287E-5	3.558008131577251E-5	4.890597164937991E-6	0.003498502093969784	1.6034243471109687E-5	2.9583396935274923E-5	2.723626521823349E-5	0.005595875471429204	3.228805497469313E-5	1.5203605301235633E-5	4.603372413784296E-5	1.1942367230516565E-5	3.402493213473364E-5	5.593950305103741E-5	2.5486105773344974E-5	7.793615485853129E-6	2.101244329356184E-5	2.4171614543153178E-5	2.410938730432203E-5	2.8568548410036985E-5	2.7473686604440776E-5	0.04813991715579083	7.406636660440995E-5	4.866415480829021E-6	6.183371519319178E-5	1.0772203302437474E-5	2.8217374101344254E-5	1.2845977845691219E-5	5.2942253479011254E-5	6.65752251821027E-5	6.597252106013665E-5	1.3956910124261291E-5	0.9415232680720057	4.20848822412057E-5	1.5981442361174938E-5	1.4976688768173018E-5	2.5259375332476016E-5	8.807729552733516E-6	1.0830608357575805E-5	1.2979480292433492E-5	2.7982333183105367E-5	4.677235684589651E-5	1.49162551257187E-5	5.314761440067703E-5	8.857459369813096E-6	2.7634756335096942E-5
6	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLEntityResolver.java-src.txt	8.923340948788524E-5	5.0584068523563684E-5	6.317000074026984E-5	7.704948971051015E-5	1.8528283197416368E-4	2.2746576746325212E-4	3.126590486410956E-5	3.98473163938505E-4	1.025079584411123E-4	1.8912857529275232E-4	1.7412320999816828E-4	0.002823278382744503	2.0641962955431732E-4	9.719763474854345E-5	2.942965840149524E-4	0.14286625288807614	2.175235978868144E-4	3.576248710644884E-4	1.6293432715719095E-4	4.982508927030478E-5	1.3433391277634113E-4	1.5453069946883195E-4	1.5413287669512253E-4	1.8264058285104125E-4	1.7564106031859152E-4	0.8459697143821354	4.7351108541222577E-4	3.1111309789253373E-5	3.9530695156923487E-4	6.886739436351168E-5	1.8039550271951388E-4	8.212516951698948E-5	3.384632601583996E-4	4.256197324476807E-4	4.21766605906469E-4	8.922743162544116E-5	7.564786770659431E-5	2.6905138166035693E-4	1.0217039752078649E-4	9.574694263558565E-5	1.6148482474369656E-4	5.630838627210137E-5	6.924078166897814E-5	8.29786593175592E-5	1.7889287088520227E-4	2.990187108229196E-4	9.536058643984034E-5	3.397761458496686E-4	5.6626312218009756E-5	1.7667078955314956E-4
7	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLParser.java-src.txt	5.308359031370293E-5	0.6077030369730022	3.7578867137964215E-5	4.5835562813812215E-5	1.1022192249657875E-4	1.35315905552736E-4	1.859960853360571E-5	2.3704558984029782E-4	6.098041642711023E-5	1.1250969636902432E-4	1.0358323409019257E-4	0.021281878196301854	1.2279588005045743E-4	5.782138609365933E-5	1.7507253601794682E-4	4.541845258583784E-5	1.2940146095565225E-4	2.127455652600106E-4	9.692713884282786E-5	2.964018343967478E-5	7.991318982408853E-5	9.192794928010803E-5	9.16912905974661E-5	1.086500889113383E-4	1.0448618002747415E-4	0.33336738243681024	2.816845014807142E-4	1.850764228839241E-5	2.3516205853491457E-4	4.0968159452219384E-5	1.0731452508376077E-4	0.03271944346324007	2.013466160443864E-4	2.531946681892496E-4	2.509025021506056E-4	5.308003417477745E-5	4.500175932409302E-5	1.600545513094301E-4	6.077960659922929E-5	5.695839154668949E-5	9.606485202987013E-5	3.349699765198114E-5	4.1190281848589434E-5	4.936273511539037E-5	1.06420632391072E-4	1.778816570223114E-4	5.67285541558758E-5	2.0212763165909861E-4	3.368612693393454E-5	1.0509875019749263E-4
8	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLReader.java-src.txt	4.8634610545319226E-5	2.7569679188098944E-5	3.442935108926499E-5	4.199404624671425E-5	1.0098413167795263E-4	1.239749671838925E-4	1.7040759903042986E-5	2.171786021864535E-4	5.58695971070803E-5	1.0308016532308882E-4	9.490183725761889E-5	0.0015387627279269136	1.1250425541171607E-4	5.297532772815748E-5	1.603995614482066E-4	0.71842015552856	1.1855621709801554E-4	1.9491518283746344E-4	8.880359487809828E-5	2.7156015061556347E-5	7.321559904973958E-5	8.422339154241054E-5	8.400656742040898E-5	9.954403477025556E-5	9.57291065463699E-5	0.2754951460715412	2.580762895879432E-4	1.695650142518133E-5	2.1545293120327615E-4	3.753458400124256E-5	9.832040565570635E-5	4.476042839054992E-5	1.8447158901776196E-4	2.3197421287378056E-4	2.2987415517354098E-4	4.8631352449349005E-5	4.1230124519600905E-5	1.466402465043994E-4	5.568561731756442E-5	5.218466147053289E-5	8.801357703871076E-5	3.068958647322388E-5	3.77380901351911E-5	4.522560330982437E-5	9.75014308516038E-5	1.6297324768937028E-4	5.197408694222917E-5	1.8518714706549136E-4	3.086286467306231E-5	9.629033670195037E-5
9	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLValidator.java-src.txt	3.813347391969723E-5	0.16430781488054527	2.6995399924322935E-5	3.292673364453948E-5	7.917973863605042E-5	9.720641585886586E-5	1.3361336012529319E-5	1.7028561490538125E-4	4.380628939552361E-5	8.082319878604234E-5	7.441072716358084E-5	0.0012065146136890478	8.821244873750785E-5	4.15369477756316E-5	1.257662480409179E-4	3.26270956225801E-5	9.295767688963744E-5	1.528292908680604E-4	6.962921119937368E-5	2.129251536100621E-5	5.7406959890767795E-5	6.603796080197191E-5	6.586795312824328E-5	7.805058601704609E-5	7.505937329220065E-5	0.23947996562979765	2.0235271441360866E-4	1.3295270541211177E-5	1.6893254908058862E-4	2.9430154041519796E-5	7.709116168108756E-5	3.509580131365494E-5	1.4464066741480183E-4	1.8188657208268678E-4	1.8023995674755787E-4	3.813091930856094E-5	3.232775713519905E-5	1.1497783066326359E-4	4.3662034338752514E-5	4.091700138814658E-5	6.900977322430639E-5	2.4063121556046048E-5	2.9589719333899264E-5	0.5914657734045409	7.64490191002596E-5	1.2778422651456983E-4	4.075189390207469E-5	1.4520172288219767E-4	2.419898569971455E-5	7.549942319207252E-5
