0	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-nanoxml-XMLElement.java-src.txt	2.8059094138366736E-4	1.116163542544287E-6	0.752733334590036	6.081655413284878E-6	1.2762158662335925E-5	1.1454821693351516E-5	2.42123660850586E-6	2.2423429092307998E-6	1.1176529379534404E-6	1.4448385050403056E-6	3.681296814852917E-6	2.907278898122889E-6	1.5947822670641673E-6	2.4022058574835864E-6	0.17770233016528425	3.2908511418320576E-6	1.9225902090705023E-6	4.379680029755971E-6	7.37872263144995E-6	9.563916651452158E-7	7.954159809865159E-7	3.950289686017226E-6	2.3016728719610265E-6	1.46478676799604E-6	1.1272735536332777E-6	4.193005098216096E-6	3.78500966385327E-6	6.237490799434769E-6	1.5955109644355998E-6	7.817059440460698E-6	4.78716208586582E-6	9.479480424519472E-6	0.013247142545847381	1.93349139719411E-6	5.406502008378417E-6	6.355890778306259E-7	4.4901201502402914E-6	1.1129441849752468E-6	4.345533660847866E-6	9.629250570668436E-6	3.6152115686332E-6	2.984109163789584E-6	3.1222584929870707E-6	5.2399978448793625E-6	1.0519519598447414E-5	7.494393064566007E-6	2.0933169075196365E-6	1.7828765255568759E-6	2.946752998278159E-6	0.006349587362583998	3.4405696537768803E-4	0.013801693803478947	0.035321261561088564	7.661990698381316E-6	3.17778506764132E-7	1.4363708889130123E-6	1.057469778838641E-5	9.470485932416785E-6	2.8875468117163925E-6	5.612499953614485E-6
1	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-nanoxml-XMLParseException.java-src.txt	1.3085898199515641E-4	3.1326320696385834E-5	0.10069284276814698	1.7068814790993208E-4	3.5818359926285693E-4	3.214917923836498E-4	6.795458872181776E-5	6.293374618356493E-5	3.136812216763306E-5	4.0550934193931905E-5	1.0331952281633538E-4	8.159588415585543E-5	4.475926585550441E-5	6.742047038978744E-5	0.12403209229893546	9.236124842252508E-5	5.395954549795228E-5	1.229203928726676E-4	2.070917232752293E-4	2.6842152490839598E-5	2.2324198164199817E-5	1.1086909474369513E-4	6.459890488885202E-5	4.111080347730117E-5	3.1638135011267314E-5	1.176811617488272E-4	1.0623033457848535E-4	1.750618342885865E-4	4.4779717524707E-5	2.1939411349736497E-4	1.3435681153459798E-4	2.6605173211149394E-4	0.5421681429305774	5.426549897350957E-5	1.5173924725587096E-4	1.783848560207951E-5	1.2602001268658213E-4	3.123596599136277E-5	1.2196203859727706E-4	2.702551910583004E-4	1.0146476987246171E-4	8.375220753475482E-5	8.762951585515209E-5	1.4706613025801139E-4	2.9524154118284535E-4	2.103381373935615E-4	5.875117244435966E-5	5.003833190460688E-5	8.270376689304506E-5	9.07652424550384E-5	0.01740055098049779	0.20924208342557418	6.807069176867915E-5	2.1504194380250942E-4	8.918792841611584E-6	4.031328151291634E-5	2.967901759550713E-4	2.657992920940861E-4	8.104208209798705E-5	1.5752079937551077E-4
2	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-CDATAReader.java-src.txt	1.0295362117412864E-4	2.4646058715895773E-5	1.4095206279361336E-5	1.3428931396916433E-4	2.818018146485276E-4	2.5293444667698095E-4	5.3463437340271344E-5	4.951327730710399E-5	2.4678946124690285E-5	3.19035457376064E-5	8.128688493326697E-5	6.419575957774883E-5	3.5214460869719095E-5	5.304321844830378E-5	9.794259787723865E-5	7.266543600051997E-5	4.2452803171966915E-5	9.670791694570951E-5	1.629299150987175E-4	2.1118128514421585E-5	1.7563617000308597E-5	8.722652894077576E-5	5.08233449533988E-5	3.234402425293799E-5	2.489137938369805E-5	9.258593916364534E-5	8.357697314043855E-5	1.377303223256186E-4	3.5230551270021466E-5	1.7260885041637833E-4	1.0570554704000979E-4	2.0931684491891698E-4	5.694647617099207E-5	4.2693512810229264E-5	1.1938122046377076E-4	1.4034471772557568E-5	9.914655034511493E-5	2.4574971932776912E-5	9.595392939732084E-5	2.1262392643088025E-4	7.982765356035107E-5	6.589225222116817E-5	6.894273393749585E-5	1.1570463434209495E-4	2.322819979367533E-4	1.6548403927282645E-4	4.622262728282873E-5	3.9367778875758734E-5	6.506738900578611E-5	7.14097744382563E-5	0.00150434982719563	0.1889928677989344	0.8043015589450079	1.6918477036304068E-4	7.016881879608357E-6	3.171657191495204E-5	2.3350039009635866E-4	2.091182371235242E-4	6.376005446678179E-5	1.23929870603399E-4
3	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-ContentReader.java-src.txt	6.837585553784477E-5	1.636849030773873E-5	9.361222823854598E-6	8.918721485960957E-5	1.871565074541761E-4	1.679844670764814E-4	3.5507330645050026E-5	0.020265274973322308	1.6390332227305054E-5	2.118849448539624E-5	5.398605933362901E-5	4.263511990128423E-5	2.3387413301360057E-5	3.522824550046001E-5	0.01625096071182375	4.826019034495714E-5	2.8194702660856022E-5	6.422781911926945E-5	1.0820864978358552E-4	1.402544260283472E-5	1.166474112361691E-5	5.79308282108378E-5	3.375393359507114E-5	0.16997356636794897	1.653141814214414E-5	6.149023928339427E-5	5.5507003800047004E-5	9.147253408978502E-5	2.339809961694637E-5	1.1463684022014324E-4	7.020352593263444E-5	1.3901617239481676E-4	3.7820564091392466E-5	2.8354568115462578E-5	7.928611923767502E-5	9.320886468357662E-6	6.584741873243399E-5	1.6321278567561425E-5	6.372706408901401E-5	1.4121254514144822E-4	5.301692204236235E-5	4.376183244023673E-5	4.578778640647636E-5	7.684434284689643E-5	1.5426830211346204E-4	1.099049517063631E-4	3.06984023449245E-5	2.6145807505905615E-5	4.321400588095473E-5	4.7426252377485816E-5	9.991023656053613E-4	0.17407589799821824	0.6151002577730326	1.1236276379226268E-4	4.660208123371843E-6	2.1064317259365985E-5	1.5507748789385064E-4	1.3888426855528598E-4	4.2345749703472576E-5	8.230707023767319E-5
4	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLBuilder.java-src.txt	5.556079854299631E-5	1.3300694891311415E-5	7.606735028630235E-6	7.247167641921527E-5	1.5207948660937563E-4	1.3650068522247803E-4	2.8852518615686892E-5	2.6720742741148165E-5	1.3318443181015012E-5	1.7217330068812127E-5	4.386794933930786E-5	3.464441196469763E-5	1.900412577886432E-5	0.0033167098090477972	5.285650846832403E-5	3.921522725106859E-5	2.2910429159492763E-5	5.219019039500883E-5	8.79280989458014E-5	1.1396783042826414E-5	9.47852610439033E-6	4.7073386509508536E-5	2.7427744629409812E-5	1.745504232967048E-5	1.3433086661962613E-5	4.996568993998719E-5	4.5103837189324794E-5	7.432867930942315E-5	1.901280925672047E-5	9.315151283996349E-5	5.7045925504979316E-5	1.1296165127135925E-4	0.04935199324228578	2.3040332503992245E-5	6.442625197987102E-5	7.573958544824726E-6	5.350624336603957E-5	1.3262331612867263E-5	5.1783287269094514E-5	1.1474637809840972E-4	4.308044852667424E-5	3.555995514730482E-5	3.720620321674685E-5	6.244211525400578E-5	1.2535521475928176E-4	8.930647861883346E-5	2.494488346597963E-5	0.2137467100387194	3.5114802675612185E-5	3.85375865978941E-5	8.118498090090626E-4	0.614934561304157	0.11511184423688711	9.130364561714073E-5	3.786788226259016E-6	1.7116426236826047E-5	1.2601274229987895E-4	1.1285446895389397E-4	3.4409275758525236E-5	6.688101395102123E-5
5	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLElement.java-src.txt	2.90273053245881E-5	6.948844180857315E-6	3.974079314724364E-6	3.7862261413996337E-5	7.945274019056402E-5	7.131371706081822E-5	1.5073773041486953E-5	1.3960043382869102E-5	6.95811663621659E-6	8.995059644343783E-6	2.291846756756461E-5	1.809970249279032E-5	9.928557109975279E-6	1.4955294235776252E-5	2.7614470092873083E-5	2.048768924566447E-5	1.196937480686682E-5	2.7266357418746485E-5	4.593734866382875E-5	5.954160303261364E-6	4.951981945441258E-6	2.4593123185881448E-5	1.4329410998414614E-5	9.119250558734509E-6	7.0180112275868775E-6	2.6104184527141457E-5	0.0034592318381614666	3.8832438072652396E-5	9.933093725171958E-6	4.866628046320173E-5	2.9803198308521692E-5	5.901593258934036E-5	1.6055800001235438E-5	1.2037241794785534E-5	3.365899224236945E-5	3.956955496711693E-6	2.7953919016405634E-5	6.928801585612958E-6	2.705377405811851E-5	0.001777782194502057	2.2507043917596952E-5	1.8578020879067976E-5	1.943809032739903E-5	3.262239550406215E-5	6.549085305228504E-5	4.665747236023936E-5	1.3032259572239969E-5	0.9207700406571407	1.8345454446427207E-5	2.0133661178108396E-5	0.002141978438301583	0.07046401811365059	1.50995271665686E-5	4.770087666263061E-5	1.9783779377849097E-6	8.942343225280544E-6	6.583437318123837E-5	5.89599360245672E-5	1.797685741805387E-5	3.494146346496398E-5
6	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLEntityResolver.java-src.txt	1.854263519672632E-4	4.4389198805645636E-5	2.538640847015505E-5	2.4186402880742902E-4	5.075439005652207E-4	4.555518416865223E-4	9.629122352937753E-5	8.917672132650439E-5	4.444843122669966E-5	5.746041793847717E-5	1.4640311204270717E-4	1.1562085310371515E-4	6.342359735479422E-5	9.553438122235967E-5	1.7640116413056016E-4	1.3087530635661583E-4	7.646033556846097E-5	1.741774212610425E-4	2.934476654492168E-4	3.803516074662418E-5	3.163324796715188E-5	1.5710080783753303E-4	9.153624070729357E-5	0.4719195362707377	4.483103772276165E-5	1.6675346381008946E-4	1.5052771394690698E-4	2.4806151481471597E-4	6.345257724103556E-5	3.108800747847317E-4	1.9038275435870157E-4	3.769936260227968E-4	1.0256440922965051E-4	7.689386971322754E-5	2.1501355611918289E-4	2.5277021564607493E-5	1.785695629835029E-4	4.4261166758627843E-5	1.7281943929856264E-4	3.8294990083302975E-4	1.4377493882189023E-4	1.1867634972851569E-4	1.2417047115863804E-4	2.0839177881343108E-4	4.1835540133388667E-4	2.9804781377498963E-4	8.325004072368864E-5	7.09040006435462E-5	1.171907159532686E-4	1.286137759690419E-4	0.002709434572171855	0.5049915579821134	0.011069973938990082	3.047130777826504E-4	1.2637873192632584E-5	5.712366558870276E-5	4.2054980703661596E-4	3.7663592011064E-4	1.1483611908135893E-4	2.2320597899996828E-4
7	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLParser.java-src.txt	1.1034930521406356E-4	2.641651089634082E-5	1.5107736882277696E-5	1.4393600074646373E-4	3.02045077189977E-4	2.7110401885040527E-4	0.026179159832481633	5.3070068710542645E-5	2.6451760775552227E-5	3.419534024991289E-5	8.71261367313189E-5	6.880726861576179E-5	3.77440953134519E-5	5.6853583539216005E-5	1.0497831453965052E-4	7.788536512156584E-5	4.550240468465573E-5	1.0365494017552929E-4	1.746340024244612E-4	2.263515146345652E-5	1.8825301246586992E-5	9.349245568127515E-5	5.447424520189256E-5	0.3069664736226832	2.66794541997225E-5	9.923685969257789E-5	8.958073366203676E-5	1.4762419429458865E-4	3.7761341569326466E-5	1.8500822506311207E-4	1.1329891595953683E-4	2.2435314215258218E-4	6.103723218467343E-5	4.5760405724712916E-5	1.2795698280008118E-4	1.5042639505887416E-5	1.0626875305774987E-4	2.6340317586794165E-5	1.0284678985351172E-4	2.278977882074713E-4	8.556208132159721E-5	7.062562898392664E-5	7.389524237028466E-5	1.240162887335713E-4	2.4896799931595226E-4	1.7737160237314752E-4	4.954303450096143E-5	4.219576734861392E-5	6.974151163403666E-5	7.653950298092826E-5	0.0016124149528375183	0.6597016672939338	5.740189498335277E-5	1.8133817586451148E-4	7.520940316167447E-6	3.39949351433433E-5	2.502739148025316E-4	2.241402673456376E-4	6.834026458302251E-5	1.3283238569359262E-4
8	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLReader.java-src.txt	1.0110557666854996E-4	2.4203655497100333E-5	1.3842193629369014E-5	1.3187878555832871E-4	2.767433981568677E-4	2.483942070125364E-4	5.250375461615491E-5	4.8624500991739367E-5	2.423595256828037E-5	3.1330868723078255E-5	7.982776402655835E-5	6.304342885430148E-5	3.458235206009178E-5	5.2091078763524714E-5	9.618450255426793E-5	7.136107236362454E-5	4.169076421934305E-5	9.497198446932579E-5	1.60005280384963E-4	2.0739052568145023E-5	1.724834546808526E-5	8.566078986611941E-5	4.991105258014266E-5	3.176344053351884E-5	2.444457259456612E-5	9.092399726967518E-5	8.207674454970397E-5	1.3525802691218247E-4	3.459815363348809E-5	1.6951047627481486E-4	1.0380810474328783E-4	2.0555955264725206E-4	0.006039345041140251	4.1927153056458655E-5	1.1723829624186112E-4	1.3782549322893489E-5	9.736684375954012E-5	2.4133844740385048E-5	9.423153119520725E-5	2.0880727117860343E-4	7.839472623955356E-5	6.470946900976875E-5	6.770519377912423E-5	1.1362770580546537E-4	2.2811247514448722E-4	1.6251355736018086E-4	4.53929189985619E-5	3.86611169184767E-5	6.389941230547059E-5	7.01279502557729E-5	0.0014773463531952834	0.23346776240093614	0.7539636103727203	1.6614785935659636E-4	6.890927009288911E-6	3.114725112958517E-5	2.293089968452343E-4	2.053645099138829E-4	6.261554476436499E-5	1.2170529691833816E-4
9	file:/Users/wangtianxia1/wtx-project/JSEA/preprocessOutput/PreProcessTool/preprocess/src-net-n3-nanoxml-IXMLValidator.java-src.txt	7.928373195932309E-5	1.8979725927074534E-5	1.0854601749987548E-5	1.0341508974924814E-4	2.1701324619224888E-4	1.9478272492912322E-4	4.1171750807491824E-5	3.812976524453261E-5	1.9005052248518736E-5	2.456865664330819E-5	6.259835762316033E-5	4.943662337703552E-5	2.7118364996261727E-5	4.084814371514244E-5	7.542478437319984E-5	5.595905112291775E-5	3.269255252241605E-5	7.447396680200361E-5	1.254709797433341E-4	1.6262896064511444E-5	1.3525596152985074E-5	6.717242833630844E-5	3.9138637501116434E-5	0.38946136982624613	1.916864534387894E-5	7.129966581201973E-5	6.436193560623592E-5	1.0606498181804182E-4	2.7130756080423143E-5	1.32924647760306E-4	8.140296730271551E-5	1.6119317065161083E-4	0.45986039945782003	3.287792102351753E-5	9.193449027128467E-5	1.0807830608737768E-5	7.635193820874512E-5	1.8924982583476023E-5	7.389332722852023E-5	1.6373992676540177E-4	6.147461561469593E-5	5.074307832711765E-5	5.3092229061068865E-5	8.91031817143637E-5	1.7887844500627837E-4	1.2743788964025152E-4	3.5595662883477046E-5	3.0316800833460085E-5	5.01078579888175E-5	5.49920765415598E-5	0.005850492922644792	0.13615783287457756	4.124209433841857E-5	0.004822293357829773	5.403642686760588E-6	2.442466964926486E-5	1.7981671872896863E-4	1.610402244314063E-4	4.910109047554784E-5	9.543736811408606E-5
